year_of_publication,category,isbn
1976.0,['Jewish men'],1
1976.0,['Jinn'],1
1976.0,['Journalistes - Déontologie'],1
1976.0,['Juvenile Fiction'],66
1976.0,['Juvenile Nonfiction'],15
1976.0,"['Kenobi, Obi-Wan (Fictitious character)']",7
1976.0,['LITERARY CRITICISM'],2
1976.0,['Language Arts & Disciplines'],1
1976.0,['Literary Collections'],2
1976.0,['Literary Criticism'],3
1976.0,['Mammals'],2
1976.0,['Mathematics'],3
1976.0,['Middle Earth (Imaginary place).'],2
1976.0,['Murder'],4
1976.0,['Music'],2
1976.0,['Nature'],1
1976.0,['Photography of women'],1
1976.0,['Photography'],3
1976.0,['Poetry'],1
1976.0,['Political Science'],1
1976.0,['Popular works'],1
1976.0,['Psychology'],6
1976.0,['Puritans'],1
1976.0,['Reference'],4
1976.0,['Religion'],6
1976.0,['Russia'],1
1976.0,"['Science fiction, French']",1
1976.0,"['Science fiction, Polish']",1
1976.0,['Science'],4
1976.0,['Self-Help'],1
1976.0,['Social Science'],11
1976.0,['Sports & Recreation'],1
1976.0,['Tarot.'],1
1976.0,['Technology & Engineering'],2
1976.0,['Technology'],1
1976.0,['Trans-Alaska Pipeline (Alaska)'],1
1977.0,"[""Children's audiobooks""]",2
1977.0,"[""Children's stories""]",4
1977.0,['Actors'],1
1977.0,"['Actors, Jewish']",1
1977.0,['Adultery'],1
1977.0,['Adventure and adventurers'],1
1977.0,['Adventure stories'],10
1977.0,['Africa'],2
1977.0,['Alternative histories (Fiction)'],1
1977.0,['American Sign Language'],1
1977.0,['American drama'],1
1977.0,['American fiction'],7
1977.0,['American wit and humor'],3
1977.0,"['American wit and humor, Pictorial']",1
1977.0,"['American wit and humor, Pictorial.']",1
1977.0,['Amour - Aspect sociologique'],2
1977.0,['Amulets'],1
1977.0,['Animals'],1
1977.0,['Arabs'],2
1977.0,['Argentine fiction'],1
1977.0,['Arizona (Battleship)'],1
1977.0,['Arizona'],3
1977.0,['Art'],6
1977.0,['Artists'],1
1977.0,['Asterix'],1
1977.0,['Audiobooks'],1
1977.0,"['Authors, American']",4
1977.0,"['Authors, English']",1
1977.0,"['Authors, German']",3
1977.0,['Autobiographical fiction'],1
1977.0,['Bachelors'],8
1977.0,['Bacteriologists'],1
1977.0,"['Baggins, Frodo (Fictitious character)']",10
1977.0,"['Barnavelt, Lewis (Fictitious character)']",1
1977.0,"['Beauty, Personal']",1
1977.0,"['Belden, Trixie (Fictitious character)']",2
1977.0,['Bible'],1
1977.0,['Bild-Zeitung'],1
1977.0,['Biography & Autobiography'],11
1977.0,['Birds'],1
1977.0,['Black (Fictitious character : Farley)'],1
1977.0,['Blacks'],1
1977.0,"['Body, Mind & Spirit']",3
1977.0,['Book burning'],3
1977.0,['Brobdingnag (Imaginary place)'],1
1977.0,['Brothers and sisters'],1
1977.0,['Brothers'],1
1977.0,['Business & Economics'],1
1977.0,['Camping'],4
1977.0,['Canadian fiction'],2
1977.0,['Capitalism'],1
1977.0,['Catholics'],1
1977.0,['Cats'],1
1977.0,['Chance'],1
1977.0,['Childbirth'],1
1977.0,['Chocolate'],3
1977.0,['Christian biography'],2
1977.0,['Christian saint'],1
1977.0,['Cleaning'],1
1977.0,['Clergy'],2
1977.0,['Close encounters of the third kind (Motion picture)'],7
1977.0,['Cookbooks'],1
1977.0,['Cooking'],7
1977.0,['Cornwall (England : County)'],1
1977.0,"['Covenant, Thomas (Fictitious character)']",2
1977.0,['Crafts & Hobbies'],2
1977.0,['Crime'],1
1977.0,['Cuentos españoles'],1
1977.0,['Cuilt'],6
1977.0,['Curious George (Fictitious character)'],1
1977.0,['Design'],1
1977.0,['Detective and mystery stories'],3
1977.0,['Dictators'],1
1977.0,['Dinosaurs'],2
1977.0,['Dogs'],1
1977.0,['Donkeys'],1
1977.0,['Dragons'],3
1977.0,['Drama'],3
1977.0,['Dune (Imaginary place)'],2
1977.0,['EE.UU - Condiciones económicas - Hasta 1865'],1
1977.0,['Economics'],1
1977.0,['Encyclopedias and dictionaries.'],2
1977.0,['England'],5
1977.0,['English drama'],2
1977.0,['English fiction'],1
1977.0,['English language'],1
1977.0,['English prose literature'],1
1977.0,['Executives'],1
1977.0,['Extortion'],1
1977.0,['Extraterrestrial beings'],1
1977.0,['Fairbanks (Alaska)'],1
1977.0,['Fairies'],1
1977.0,"['Fantasy fiction, American']",3
1977.0,['Fiction in English'],2
1977.0,['Fiction'],84
1977.0,['Franse fiksie'],1
1977.0,['Frogs'],1
1977.0,['Frontier and pioneer life'],1
1977.0,['Group relations training.'],1
1977.0,['Haiku'],1
1977.0,['Health & Fitness'],3
1977.0,['Hiroshima (Japon) - Histoire - 1945 (Bombardement)'],1
1977.0,['Hispanic American women'],1
1977.0,['History'],10
1977.0,['House & Home'],1
1977.0,['Iguana (Genus)'],1
1977.0,['Intelligence service'],1
1977.0,['JUVENILE FICTION'],2
1977.0,['Jazz'],1
1977.0,['Journalists'],1
1977.0,['Juvenile Fiction'],59
1977.0,['Juvenile Nonfiction'],5
1977.0,['Knives'],1
1977.0,['Language Arts & Disciplines'],1
1977.0,['Law'],2
1977.0,['Lion'],1
1977.0,['Literary Collections'],5
1977.0,['Literary Criticism'],23
1977.0,['Logic'],1
1977.0,['Love stories'],3
1977.0,['Lyon'],1
1977.0,['Manners and customs'],2
1977.0,['Medical'],1
1977.0,['Motion picture actors and actresses'],1
1977.0,['Murder'],1
1977.0,['Nuclear warfare'],1
1977.0,['Performing Arts'],2
1977.0,['Philosophy'],1
1977.0,['Photography'],1
1977.0,"['Photography, Artistic']",1
1977.0,"['Pitt, Dirk (Fictitious character)']",1
1977.0,['Political ethics'],1
1977.0,['Presidents'],1
1977.0,['Proteins'],1
1977.0,['Psychology'],1
1977.0,['Questions and answers'],1
1977.0,"['Quotations, English.']",1
1977.0,['Religion'],10
1977.0,['Romance fiction'],1
1977.0,['Science fiction'],4
1977.0,"['Science fiction, American']",6
1977.0,['Science'],12
1977.0,['Social Science'],9
1977.0,['Social sciences'],1
1977.0,['Space and time'],2
1977.0,['Sports & Recreation'],4
1977.0,['Sports'],1
1977.0,['Statesmen'],1
1977.0,['Success.'],1
1977.0,['Technology & Engineering'],1
1977.0,['Travel'],1
1977.0,['Twins'],1
1977.0,"['Vietnam War, 1961-1975']",1
1977.0,['Xanth (Imaginary place)'],4
1977.0,['Young Adult Nonfiction'],2
1977.0,['Young adult fiction'],1
1978.0,['Academic writing'],1
1978.0,['Actors'],1
1978.0,['Adolescence'],1
1978.0,['Adventure stories'],4
1978.0,['Aeronautics'],1
1978.0,['Affirmations'],2
1978.0,['Afghan Wars'],1
1978.0,['African American school children'],1
1978.0,['African Americans'],1
1978.0,['Amelia-Bedelia (Fictitious character)'],2
1978.0,['American Sign Language'],3
1978.0,['American fiction'],1
1978.0,['American wit and humor'],1
1978.0,"['American wit and humor, Pictorial']",1
1978.0,['Amityville (N.Y.)'],4
1978.0,['Amusements'],1
1978.0,['Animals'],2
1978.0,['Animation (Cinematography)'],2
1978.0,['Antiquities.'],4
1978.0,['Antisemitism'],1
1978.0,['Art'],2
1978.0,['Arthurian romances'],6
1978.0,['Asterix (Fictitious character)'],1
1978.0,['Astronomy'],1
1978.0,"['Authors, American']",1
1978.0,"['Authors, English']",3
1978.0,"['Authors, French']",1
1978.0,"['Authors, Spanish']",1
1978.0,['Beats (Persons)'],1
1978.0,['Bedtime'],1
1978.0,['Bible'],2
1978.0,['Biography & Autobiography'],4
1978.0,['Birthdays'],1
1978.0,['Blind'],2
1978.0,['Boarding schools'],2
1978.0,"['Body, Mind & Spirit']",1
1978.0,['Brazil'],1
1978.0,['British'],2
1978.0,['Business & Economics'],1
1978.0,['Cake'],1
1978.0,['Campaign debates'],1
1978.0,['Carnivals'],1
1978.0,"['Children, Deaf']",1
1978.0,['Christian life'],1
1978.0,['Circus'],1
1978.0,['City and town life'],1
1978.0,['Clothing and dress'],1
1978.0,['Clouds'],1
1978.0,['Color photography'],1
1978.0,['Comics & Graphic Novels'],1
1978.0,['Commercial statistics'],1
1978.0,['Computers'],1
1978.0,['Concentration camps'],1
1978.0,['Cooking'],3
1978.0,['Country life'],2
1978.0,"['Covenant, Thomas (Fictitious character)']",2
1978.0,['Crafts & Hobbies'],2
1978.0,['Creative thinking'],2
1978.0,['Defensive (Military science)'],1
1978.0,['Delaware Indians'],1
1978.0,['Design'],1
1978.0,['Detective and mystery stories'],2
1978.0,"['Detective and mystery stories, English']",1
1978.0,['Dictatorship'],1
1978.0,['Dogs'],4
1978.0,['Domestic fiction'],3
1978.0,['Dragons'],3
1978.0,['Drama'],3
1978.0,['Dune (Imaginary place)'],2
1978.0,['Dungeons and Dragons (Game)'],2
1978.0,['Education'],4
1978.0,['Egypt'],1
1978.0,['England'],2
1978.0,['English fiction'],1
1978.0,['Fairy tales'],1
1978.0,['Families'],10
1978.0,['Family & Relationships'],1
1978.0,['Fantasy fiction'],2
1978.0,"['Fantasy fiction, American']",1
1978.0,['Feminists'],2
1978.0,['Fiction in English'],3
1978.0,['Fiction'],155
1978.0,['Fishes'],1
1978.0,['Flower arrangement'],1
1978.0,['Football players'],1
1978.0,['France'],1
1978.0,['Friendship'],4
1978.0,['Fruit-culture'],1
1978.0,['Games'],1
1978.0,['Gardening'],3
1978.0,['German fiction'],1
1978.0,['German language materials'],1
1978.0,['Gunsmithing'],1
1978.0,['Health & Fitness'],5
1978.0,['History'],2
1978.0,['House & Home'],1
1978.0,['Humor'],4
1978.0,['Indians of North America'],1
1978.0,['Instant photography'],1
1978.0,['Intelligence service'],4
1978.0,['Juvenile Fiction'],105
1978.0,['Juvenile Nonfiction'],11
1978.0,['Language Arts & Disciplines'],4
1978.0,['Leatherwork'],1
1978.0,['Literary Collections'],2
1978.0,['Literary Criticism'],2
1978.0,['Literatura española - Poesía - Siglo XX'],2
1978.0,['Logic'],1
1978.0,['Manners and customs'],2
1978.0,['Mathematics'],1
1978.0,['Monsters'],1
1978.0,['Nature'],2
1978.0,['Norway'],1
1978.0,['Performing Arts'],2
1978.0,['Philosophy'],4
1978.0,['Poetry'],4
1978.0,['Political Science'],4
1978.0,['Psychological fiction'],2
1978.0,['Psychology'],6
1978.0,['Readers'],1
1978.0,['Religion'],26
1978.0,['Science fiction'],1
1978.0,['Science'],3
1978.0,['Self-Help'],2
1978.0,['Sharks'],3
1978.0,['Ships'],1
1978.0,['Social Science'],14
1978.0,['Statistics'],1
1978.0,['Technology & Engineering'],1
1978.0,['Television'],3
1978.0,['United States'],1
1979.0,"[""Children's poetry""]",1
1979.0,"[""Children's stories""]",2
1979.0,['Abused children'],2
1979.0,['Acting'],4
1979.0,['Actors United States Portraits'],1
1979.0,['Actors'],5
1979.0,['Adventure stories'],2
1979.0,['African American women'],1
1979.0,['Alphabet'],1
1979.0,['American poetry'],1
1979.0,['American wit and humor'],4
1979.0,['American wit and humor.'],2
1979.0,['Apocalyptic literature'],1
1979.0,['Apocryphal books (New Testament)'],3
1979.0,['Arkansas'],1
1979.0,['Art appreciation'],1
1979.0,['Art'],2
1979.0,['Assassins'],2
1979.0,['Assertiveness (Psychology)'],1
1979.0,['Astrophysics'],1
1979.0,['Auschwitz (Concentration camp)'],1
1979.0,"['Authors, Dutch']",1
1979.0,['Autobiographie'],1
1979.0,"['Automobiles, Convertible']",1
1979.0,['Ballets'],1
1979.0,['Bible'],1
1979.0,['Biography & Autobiography'],9
1979.0,['Body language'],1
1979.0,['Body size'],1
1979.0,['Book burning'],5
1979.0,['Book jackets'],1
1979.0,['Books'],1
1979.0,"['Bronx (New York, N.Y.)']",2
1979.0,['Brothers'],1
1979.0,['Buddhism'],1
1979.0,['Business & Economics'],2
1979.0,['Catholics'],1
1979.0,['Child rearing'],1
1979.0,['Children with disabilities'],1
1979.0,['Children'],2
1979.0,['Christian life'],1
1979.0,['Christian sects'],2
1979.0,['City and town life'],1
1979.0,"['Civilization, Modern']",1
1979.0,['Class reunions'],1
1979.0,['Classic'],2
1979.0,['Comics & Graphic Novels'],3
1979.0,['Communism and Christianity'],1
1979.0,['Computers'],1
1979.0,['Confederate States of America'],1
1979.0,['Cooking'],3
1979.0,['Counseling par un groupe de pairs (Étudiants)'],1
1979.0,['Courage'],2
1979.0,"['Covenant, Thomas (Fictitious character)']",4
1979.0,['Cowboys'],1
1979.0,['Cults'],1
1979.0,['Death'],7
1979.0,['Decision-making'],1
1979.0,['Detective and mystery stories'],4
1979.0,['Devotional calendars.'],1
1979.0,['East Hoathly (England)'],1
1979.0,['Easy'],1
1979.0,['Electronic books'],1
1979.0,['Electronic data processing'],1
1979.0,['English fiction'],1
1979.0,['English language'],3
1979.0,['Environmental education'],2
1979.0,['Eskimos'],1
1979.0,"['Espionage, German']",1
1979.0,['Ex-convicts'],1
1979.0,['Exercise'],3
1979.0,['FICTION'],1
1979.0,['Fairies'],1
1979.0,['Fairy tales'],3
1979.0,['Families'],4
1979.0,['Family & Relationships'],3
1979.0,['Fancy work'],2
1979.0,['Fantasy'],5
1979.0,['Feminism'],1
1979.0,['Feminist fiction'],2
1979.0,['Feminists'],1
1979.0,['Fiction in English'],3
1979.0,['Fiction'],105
1979.0,['Foreign Language Study'],1
1979.0,['Friendship'],4
1979.0,['Gardening'],2
1979.0,['German language materials'],1
1979.0,['Ghosts'],1
1979.0,['Great Britain'],1
1979.0,['Health & Fitness'],2
1979.0,['History'],11
1979.0,"['Horror tales, American']",7
1979.0,['Horses'],1
1979.0,['Hudson River (N.Y. and N.J.)'],1
1979.0,['Humor'],5
1979.0,['Interplanetary voyages.'],1
1979.0,['Juvenile Fiction'],42
1979.0,['Juvenile Nonfiction'],12
1979.0,['Lamas'],1
1979.0,['Language Arts & Disciplines'],2
1979.0,['Law'],1
1979.0,['Lesbians'],1
1979.0,['Liberation theology'],1
1979.0,['Libraries'],1
1979.0,['Literary Collections'],1
1979.0,['Literary Criticism'],3
1979.0,['Los Angeles (Calif.)'],1
1979.0,['Magnets'],1
1979.0,['Mathematics'],1
1979.0,['Medical'],1
1979.0,['Microbiologie'],1
1979.0,['Moon'],1
1979.0,['Music'],1
1979.0,['Nationalism'],1
1979.0,['Nature'],3
1979.0,['New York (N.Y.)'],1
1979.0,['Pets'],3
1979.0,"['Philadelphia Experiment, 1943']",1
1979.0,['Philosophy'],1
1979.0,['Photography'],1
1979.0,['Pigs'],1
1979.0,['Plot-your-own stories'],1
1979.0,['Poetry'],5
1979.0,"['Poets, American']",1
1979.0,['Political Science'],1
1979.0,['Political corruption'],1
1979.0,['Presidents'],1
1979.0,['Psychology'],3
1979.0,['Religion'],21
1979.0,['Running'],1
1979.0,"['Science fiction, American']",2
1979.0,['Science'],5
1979.0,['Skis and skiing'],1
1979.0,['Social Science'],5
1979.0,['Sports & Recreation'],1
1979.0,['Technology & Engineering'],2
1979.0,['Transportation'],1
1979.0,['Travel'],3
1979.0,['Vampires'],1
1979.0,['War'],1
1979.0,"['Whistler, James McNeill, 1834-1903']",1
1979.0,['Women and literature'],1
1980.0,"[""Children's stories""]",6
1980.0,['Abused children'],8
1980.0,['Accelerated readers'],10
1980.0,['Actors'],1
1980.0,['Adolescence'],1
1980.0,['Adventure stories'],9
1980.0,['Aeronautics'],1
1980.0,['African American teenage girls'],1
1980.0,['Aged gay men'],1
1980.0,['Almshouses'],1
1980.0,['Amelia-Bedelia (Fictitious character)'],3
1980.0,['American Literature'],1
1980.0,['American fiction'],2
1980.0,['American literature'],1
1980.0,['American wit and humor'],3
1980.0,"['American wit and humor, Pictorial']",7
1980.0,"['American wit and humor, Pictorial.']",1
1980.0,['América del Sur'],1
1980.0,['Anarchists'],4
1980.0,['Angels'],1
1980.0,['Animal industry'],1
1980.0,['Animals'],7
1980.0,['Anti-Nazi movement'],1
1980.0,['Apologetics'],1
1980.0,['Art'],3
1980.0,"['Arts, Black']",1
1980.0,['Assassins'],10
1980.0,['Astrology'],5
1980.0,['Authors'],1
1980.0,['Ballet'],1
1980.0,['Barbecuing'],1
1980.0,['Bears'],1
1980.0,['Behavior'],2
1980.0,"['Belden, Trixie (Fictitious character)']",1
1980.0,['Belgium'],3
1980.0,['Best books'],1
1980.0,['Biography & Autobiography'],35
1980.0,['Biological warfare'],6
1980.0,['Boa constrictor'],4
1980.0,"['Body, Mind & Spirit']",2
1980.0,['Braille books'],3
1980.0,['Brain'],7
1980.0,['Business & Economics'],1
1980.0,['Castles'],1
1980.0,['Causation'],1
1980.0,['Ceramics'],1
1980.0,"['Chancellorsville, Battle of, Chancellorsville, Va., 1863']",1
1980.0,['Child care'],2
1980.0,['Child labor'],2
1980.0,['Christian life'],1
1980.0,['Christian patron saints'],1
1980.0,['Cine'],1
1980.0,['Cities and towns'],1
1980.0,['Civil rights'],1
1980.0,['Clergy'],1
1980.0,['Colorado'],2
1980.0,"['Comic books, strips, etc']",1
1980.0,['Comics & Graphic Novels'],5
1980.0,['Competition (Psychology)'],1
1980.0,['Computers'],1
1980.0,['Condominiums'],1
1980.0,['Conduct of life'],1
1980.0,['Cookbooks'],1
1980.0,['Cookies'],1
1980.0,['Cooking'],7
1980.0,['Cosmology'],2
1980.0,['Counting'],1
1980.0,['Country life'],1
1980.0,['Course - Aspect psychologique'],2
1980.0,['Criminal investigation'],1
1980.0,['Cupid (Roman deity)'],11
1980.0,['Delivery of goods'],1
1980.0,['Deryni (Fictitious characters)'],1
1980.0,['Detective and mystery stories'],4
1980.0,"['Detective and mystery stories, English']",2
1980.0,['Diary fiction'],2
1980.0,['Dinosaurs'],2
1980.0,['Dogs'],1
1980.0,['Domestic fiction'],1
1980.0,['Drama'],6
1980.0,"['Dramatists, English']",1
1980.0,['Easy reader'],1
1980.0,"['Edward III, King of England, 1312-1377']",1
1980.0,['England'],1
1980.0,['English fiction'],4
1980.0,['English language'],2
1980.0,['Ex-convicts'],5
1980.0,['Extraterrestrial beings'],2
1980.0,['FICTION'],1
1980.0,['Fairy tales'],2
1980.0,['Families'],4
1980.0,['Family & Relationships'],9
1980.0,"['Fantasy fiction, American']",4
1980.0,['Fantasy'],9
1980.0,['Fantasy.'],2
1980.0,['Fiction in English'],1
1980.0,['Fiction'],129
1980.0,['France'],1
1980.0,['Games & Activities'],1
1980.0,['Games'],1
1980.0,['Germany (West)'],1
1980.0,"['Ghost stories, American']",4
1980.0,['Ghosts'],1
1980.0,['Health & Fitness'],2
1980.0,['Hermaphroditism'],1
1980.0,['History'],6
1980.0,['Horror tales'],5
1980.0,"['Horror tales, American']",2
1980.0,['House & Home'],1
1980.0,['Human-alien encounters'],1
1980.0,['Humor'],2
1980.0,['Imaginary histories'],2
1980.0,['Interpersonal relations'],39
1980.0,['Interviews'],1
1980.0,['Israel'],1
1980.0,['JUVENILE FICTION'],6
1980.0,['Jewish way of life.'],1
1980.0,['Journalistic ethics'],1
1980.0,['Juvenile Fiction'],25
1980.0,['Juvenile Nonfiction'],7
1980.0,['Kenya'],1
1980.0,['Language Arts & Disciplines'],3
1980.0,['Literary Criticism'],2
1980.0,['Love stories'],1
1980.0,['Magic'],2
1980.0,['Missionaries'],1
1980.0,['Motion picture actors and actresses'],2
1980.0,['Motion pictures'],1
1980.0,['Muppets (Fictitious characters)'],2
1980.0,['Music'],2
1980.0,['Nature'],10
1980.0,['Performing Arts'],1
1980.0,['Philosophy'],1
1980.0,['Plot-your-own stories'],2
1980.0,['Poetry'],5
1980.0,['Pottery'],1
1980.0,['Psychological fiction'],1
1980.0,['Psychology'],3
1980.0,['Rabbits'],1
1980.0,['Reference'],1
1980.0,['Religion'],10
1980.0,['Romance fiction'],1
1980.0,['Russia'],3
1980.0,['Science fiction'],5
1980.0,"['Science fiction, American']",2
1980.0,['Science'],6
1980.0,['Self-Help'],1
1980.0,['Sicily'],1
1980.0,['Social Science'],9
1980.0,['Spain'],1
1980.0,['Spiritualists'],1
1980.0,['Sports & Recreation'],4
1980.0,['Technology & Engineering'],1
1980.0,['Unicorns.'],1
1980.0,['United States'],1
1981.0,"[""Children's literature""]",1
1981.0,"[""Children's literature, American""]",1
1981.0,"[""Children's poetry, American""]",1
1981.0,"[""Children's songs""]",1
1981.0,"['Abscam Bribery Scandal, 1980-']",1
1981.0,['Adolescence'],2
1981.0,['Adultery'],2
1981.0,['Adventure and adventurers'],1
1981.0,['Adventure stories'],25
1981.0,['African Americans'],2
1981.0,['Aggressive behavior in animals'],1
1981.0,['Allegories'],8
1981.0,['American fiction (Fictional works by one author)'],1
1981.0,['American fiction'],18
1981.0,['American poetry'],1
1981.0,['American wit and humor'],4
1981.0,"['American wit and humor, Pictorial']",1
1981.0,['Animal training'],1
1981.0,['Animals'],1
1981.0,"['Animals, Mythical']",1
1981.0,['Apologetics'],1
1981.0,['Arabic language'],1
1981.0,['Archaeology'],8
1981.0,['Architects'],1
1981.0,['Arctic regions'],1
1981.0,['Art'],5
1981.0,['Arthurian romances'],2
1981.0,['Artists'],1
1981.0,['Assurance (Theology)'],1
1981.0,['Astrology and sex'],1
1981.0,['Atlantic City (N.J.)'],2
1981.0,['Atomic bomb'],2
1981.0,['Australia'],1
1981.0,['Authors'],1
1981.0,"['Authors, American']",1
1981.0,"['Authors, Austrian']",1
1981.0,['Authorship'],1
1981.0,['Beats (Persons)'],1
1981.0,['Beauty culture'],2
1981.0,['Bereavement'],2
1981.0,['Bharata (Hindu mythology)'],2
1981.0,['Biographical fiction'],1
1981.0,['Biography & Autobiography'],21
1981.0,['Birds'],1
1981.0,['Boarding schools'],2
1981.0,"['Body, Mind & Spirit']",3
1981.0,['Boys'],1
1981.0,['Brainwashing'],3
1981.0,['Brothers and sisters'],1
1981.0,['Brothers'],1
1981.0,"['Brown, Charlie (Fictitious character)']",1
1981.0,['Buddhism'],1
1981.0,['Business & Economics'],3
1981.0,['Calligraphy'],1
1981.0,['Cambridge (England)'],1
1981.0,['Camping'],2
1981.0,['Canada Foreign relations Iran'],1
1981.0,['Canada'],1
1981.0,['Capitalists and financiers'],5
1981.0,['Cats'],1
1981.0,['Cetacea'],2
1981.0,['China'],2
1981.0,['Cinéma'],1
1981.0,['Classical Literature-Short Stories'],1
1981.0,['College students'],2
